[2026-07-09 20:24:58] [INFO] Producer Published Transaction
[2026-07-09 20:24:58] [INFO] Message : {'transaction_id': 1001, 'account_number': 'ACC12345', 'amount': 5000, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
[2026-07-09 20:24:58] [INFO] Consumer Received Message
[2026-07-09 20:24:58] [INFO] Message : {'transaction_id': 1001, 'account_number': 'ACC12345', 'amount': 5000, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
[2026-07-09 20:24:58] [PASS] Transaction Stored Successfully
[2026-07-09 20:31:33] [INFO] Producer Published Transaction
[2026-07-09 20:31:33] [INFO] Message : {'transaction_id': 1001, 'account_number': 'ACC001', 'amount': 5000.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
[2026-07-09 20:31:33] [INFO] Consumer Received Message
[2026-07-09 20:31:33] [INFO] Message : {'transaction_id': 1001, 'account_number': 'ACC001', 'amount': 5000.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
[2026-07-09 20:31:33] [FAIL] Validation Failed : ['Duplicate Transaction']
[2026-07-09 20:31:48] [INFO] Producer Published Transaction
[2026-07-09 20:31:48] [INFO] Message : {'transaction_id': 1002, 'account_number': 'ACC001', 'amount': -500.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
[2026-07-09 20:31:48] [INFO] Consumer Received Message
[2026-07-09 20:31:48] [INFO] Message : {'transaction_id': 1002, 'account_number': 'ACC001', 'amount': -500.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
[2026-07-09 20:31:48] [FAIL] Validation Failed : ['Invalid Amount']
[2026-07-09 20:33:58] [INFO] Producer Published Transaction
[2026-07-09 20:33:58] [INFO] Message : {'transaction_id': 1003, 'account_number': 'ACC001', 'amount': 1000.0, 'transaction_type': 'PAYMENT', 'status': 'INITIATED'}
[2026-07-09 20:33:58] [INFO] Consumer Received Message
[2026-07-09 20:33:58] [INFO] Message : {'transaction_id': 1003, 'account_number': 'ACC001', 'amount': 1000.0, 'transaction_type': 'PAYMENT', 'status': 'INITIATED'}
[2026-07-09 20:33:58] [FAIL] Validation Failed : ['Invalid Transaction Type']
[2026-07-09 20:34:23] [INFO] Producer Published Transaction
[2026-07-09 20:34:23] [INFO] Message : {'transaction_id': 1004, 'account_number': 'ACC001', 'amount': 1000.0, 'transaction_type': 'TRANSFER', 'status': 'FAILED'}
[2026-07-09 20:34:23] [INFO] Consumer Received Message
[2026-07-09 20:34:23] [INFO] Message : {'transaction_id': 1004, 'account_number': 'ACC001', 'amount': 1000.0, 'transaction_type': 'TRANSFER', 'status': 'FAILED'}
[2026-07-09 20:34:23] [FAIL] Validation Failed : ['Invalid Status']
[2026-07-09 20:34:42] [INFO] Producer Published Transaction
[2026-07-09 20:34:42] [INFO] Message : {'transaction_id': 1001, 'account_number': 'ACC001', 'amount': 5000.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
[2026-07-09 20:34:42] [INFO] Consumer Received Message
[2026-07-09 20:34:42] [INFO] Message : {'transaction_id': 1001, 'account_number': 'ACC001', 'amount': 5000.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
[2026-07-09 20:34:42] [FAIL] Validation Failed : ['Duplicate Transaction']
[2026-07-09 20:39:45] [INFO] Producer Published Transaction
[2026-07-09 20:39:45] [INFO] Message : {'transaction_id': 1001, 'account_number': 'ACC001', 'amount': 5000.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
[2026-07-09 20:39:45] [INFO] Consumer Received Message
[2026-07-09 20:39:45] [INFO] Message : {'transaction_id': 1001, 'account_number': 'ACC001', 'amount': 5000.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
[2026-07-09 20:39:45] [FAIL] Validation Failed : ['Duplicate Transaction']
[2026-07-10 10:48:45] [INFO] Producer Published Transaction
[2026-07-10 10:48:45] [INFO] Message : {'transaction_id': 1001, 'account_number': 'ACC12345', 'amount': 5000.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
[2026-07-10 10:48:45] [INFO] Consumer Received Message
[2026-07-10 10:48:45] [INFO] Message : {'transaction_id': 1001, 'account_number': 'ACC12345', 'amount': 5000.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
[2026-07-10 10:48:46] [PASS] Transaction Stored Successfully
[2026-07-10 10:53:41] [INFO] Producer Published Transaction
[2026-07-10 10:53:41] [INFO] Message : {'transaction_id': 1002, 'account_number': 'ACC001', 'amount': -500.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
[2026-07-10 10:53:41] [INFO] Consumer Received Message
[2026-07-10 10:53:41] [INFO] Message : {'transaction_id': 1002, 'account_number': 'ACC001', 'amount': -500.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
[2026-07-10 10:53:41] [FAIL] Validation Failed : ['Invalid Amount']
[2026-07-10 10:54:38] [INFO] Producer Published Transaction
[2026-07-10 10:54:38] [INFO] Message : {'transaction_id': 1003, 'account_number': 'ACC001', 'amount': 5000.0, 'transaction_type': 'DEPOSIT', 'status': 'PROCESSING'}
[2026-07-10 10:54:38] [INFO] Consumer Received Message
[2026-07-10 10:54:38] [INFO] Message : {'transaction_id': 1003, 'account_number': 'ACC001', 'amount': 5000.0, 'transaction_type': 'DEPOSIT', 'status': 'PROCESSING'}
[2026-07-10 10:54:38] [FAIL] Validation Failed : ['Invalid Status']
[2026-07-10 10:54:50] [INFO] Producer Published Transaction
[2026-07-10 10:54:50] [INFO] Message : {'transaction_id': 1001, 'account_number': 'ACC001', 'amount': 5000.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
[2026-07-10 10:54:50] [INFO] Consumer Received Message
[2026-07-10 10:54:50] [INFO] Message : {'transaction_id': 1001, 'account_number': 'ACC001', 'amount': 5000.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
[2026-07-10 10:54:50] [FAIL] Validation Failed : ['Duplicate Transaction ID']
[2026-07-10 10:55:32] [INFO] Producer Published Transaction
[2026-07-10 10:55:32] [INFO] Message : {'transaction_id': 1005, 'account_number': 'ACC001', 'amount': 5000.0, 'transaction_type': 'PAYMENT', 'status': 'INITIATED'}
[2026-07-10 10:55:32] [INFO] Consumer Received Message
[2026-07-10 10:55:32] [INFO] Message : {'transaction_id': 1005, 'account_number': 'ACC001', 'amount': 5000.0, 'transaction_type': 'PAYMENT', 'status': 'INITIATED'}
[2026-07-10 10:55:32] [FAIL] Validation Failed : ['Invalid Transaction Type']
2026-07-10 11:15:46,826 - INFO - Producer Published Transaction
2026-07-10 11:15:46,828 - INFO - Message : {'transaction_id': 1001, 'account_number': 'ACC001', 'amount': 5000.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
2026-07-10 11:15:46,828 - INFO - Consumer Received Message
2026-07-10 11:15:46,828 - INFO - Message : {'transaction_id': 1001, 'account_number': 'ACC001', 'amount': 5000.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
2026-07-10 11:15:47,142 - INFO - Transaction Stored Successfully
2026-07-10 11:19:43,189 - INFO - Producer Published Transaction
2026-07-10 11:19:43,190 - INFO - Message : {'transaction_id': 1002, 'account_number': 'ACC003', 'amount': 53000.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
2026-07-10 11:19:43,190 - INFO - Consumer Received Message
2026-07-10 11:19:43,190 - INFO - Message : {'transaction_id': 1002, 'account_number': 'ACC003', 'amount': 53000.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
2026-07-10 11:19:43,256 - INFO - Transaction Stored Successfully
2026-07-14 16:55:55,412 | INFO | HTTP Request: GET http://testserver/ "HTTP/1.1 200 OK"
2026-07-14 16:55:55,423 | INFO | Producer Published Transaction
2026-07-14 16:55:55,424 | INFO | Message : {'transaction_id': 6868, 'account_number': 'ACC500', 'amount': 8000.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
2026-07-14 16:55:55,424 | INFO | Consumer Received Message
2026-07-14 16:55:55,424 | INFO | Message : {'transaction_id': 6868, 'account_number': 'ACC500', 'amount': 8000.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
2026-07-14 16:56:26,549 | INFO | Producer Published Transaction
2026-07-14 16:56:26,549 | INFO | Message : {'transaction_id': 5002, 'account_number': 'ACC501', 'amount': -500.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
2026-07-14 16:56:26,549 | INFO | Consumer Received Message
2026-07-14 16:56:26,549 | INFO | Message : {'transaction_id': 5002, 'account_number': 'ACC501', 'amount': -500.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
2026-07-14 16:56:57,296 | INFO | Producer Published Transaction
2026-07-14 16:56:57,296 | INFO | Message : {'transaction_id': 5003, 'account_number': 'ACC502', 'amount': 2000.0, 'transaction_type': 'PAYMENT', 'status': 'INITIATED'}
2026-07-14 16:56:57,297 | INFO | Consumer Received Message
2026-07-14 16:56:57,297 | INFO | Message : {'transaction_id': 5003, 'account_number': 'ACC502', 'amount': 2000.0, 'transaction_type': 'PAYMENT', 'status': 'INITIATED'}
2026-07-14 16:59:29,839 | INFO | Producer Published Transaction
2026-07-14 16:59:29,839 | INFO | Message : {'transaction_id': 9001, 'account_number': 'ACC001', 'amount': 500.0, 'transaction_type': 'DEPOSIT', 'status': 'DONE'}
2026-07-14 16:59:29,839 | INFO | Consumer Received Message
2026-07-14 16:59:29,839 | INFO | Message : {'transaction_id': 9001, 'account_number': 'ACC001', 'amount': 500.0, 'transaction_type': 'DEPOSIT', 'status': 'DONE'}
2026-07-14 17:00:00,525 | INFO | Producer Published Transaction
2026-07-14 17:00:00,526 | INFO | Message : {'transaction_id': 9001, 'account_number': 'ACC001', 'amount': 500.0, 'transaction_type': 'DEPOSIT', 'status': 'PENDING'}
2026-07-14 17:00:00,526 | INFO | Consumer Received Message
2026-07-14 17:00:00,526 | INFO | Message : {'transaction_id': 9001, 'account_number': 'ACC001', 'amount': 500.0, 'transaction_type': 'DEPOSIT', 'status': 'PENDING'}
2026-07-14 17:00:31,561 | INFO | Producer Published Transaction
2026-07-14 17:00:31,561 | INFO | Message : {'transaction_id': 9001, 'account_number': 'ACC001', 'amount': 500.0, 'transaction_type': 'DEPOSIT', 'status': 'ERROR'}
2026-07-14 17:00:31,561 | INFO | Consumer Received Message
2026-07-14 17:00:31,561 | INFO | Message : {'transaction_id': 9001, 'account_number': 'ACC001', 'amount': 500.0, 'transaction_type': 'DEPOSIT', 'status': 'ERROR'}
2026-07-14 17:01:09,010 | INFO | HTTP Request: GET http://testserver/ "HTTP/1.1 200 OK"
2026-07-14 17:01:09,023 | INFO | Producer Published Transaction
2026-07-14 17:01:09,023 | INFO | Message : {'transaction_id': 6868, 'account_number': 'ACC500', 'amount': 8000.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
2026-07-14 17:01:09,024 | INFO | Consumer Received Message
2026-07-14 17:01:09,024 | INFO | Message : {'transaction_id': 6868, 'account_number': 'ACC500', 'amount': 8000.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
2026-07-14 17:01:40,211 | INFO | Producer Published Transaction
2026-07-14 17:01:40,211 | INFO | Message : {'transaction_id': 5002, 'account_number': 'ACC501', 'amount': -500.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
2026-07-14 17:01:40,212 | INFO | Consumer Received Message
2026-07-14 17:01:40,212 | INFO | Message : {'transaction_id': 5002, 'account_number': 'ACC501', 'amount': -500.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
2026-07-14 17:02:11,164 | INFO | Producer Published Transaction
2026-07-14 17:02:11,165 | INFO | Message : {'transaction_id': 5003, 'account_number': 'ACC502', 'amount': 2000.0, 'transaction_type': 'PAYMENT', 'status': 'INITIATED'}
2026-07-14 17:02:11,165 | INFO | Consumer Received Message
2026-07-14 17:02:11,165 | INFO | Message : {'transaction_id': 5003, 'account_number': 'ACC502', 'amount': 2000.0, 'transaction_type': 'PAYMENT', 'status': 'INITIATED'}
2026-07-14 17:05:14,590 | INFO | HTTP Request: GET http://testserver/ "HTTP/1.1 200 OK"
2026-07-14 17:05:14,605 | INFO | Producer Published Transaction
2026-07-14 17:05:14,606 | INFO | Message : {'transaction_id': 8237, 'account_number': 'ACC500', 'amount': 8000.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
2026-07-14 17:05:14,606 | INFO | Consumer Received Message
2026-07-14 17:05:14,606 | INFO | Message : {'transaction_id': 8237, 'account_number': 'ACC500', 'amount': 8000.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
2026-07-14 17:05:52,816 | INFO | HTTP Request: GET http://testserver/ "HTTP/1.1 200 OK"
2026-07-14 17:05:52,823 | INFO | Producer Published Transaction
2026-07-14 17:05:52,824 | INFO | Message : {'transaction_id': 8237, 'account_number': 'ACC500', 'amount': 8000.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
2026-07-14 17:05:52,824 | INFO | Consumer Received Message
2026-07-14 17:05:52,824 | INFO | Message : {'transaction_id': 8237, 'account_number': 'ACC500', 'amount': 8000.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
2026-07-14 17:06:24,332 | INFO | Producer Published Transaction
2026-07-14 17:06:24,333 | INFO | Message : {'transaction_id': 5002, 'account_number': 'ACC501', 'amount': -500.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
2026-07-14 17:06:24,333 | INFO | Consumer Received Message
2026-07-14 17:06:24,333 | INFO | Message : {'transaction_id': 5002, 'account_number': 'ACC501', 'amount': -500.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
2026-07-14 17:06:55,155 | INFO | Producer Published Transaction
2026-07-14 17:06:55,155 | INFO | Message : {'transaction_id': 5003, 'account_number': 'ACC502', 'amount': 2000.0, 'transaction_type': 'PAYMENT', 'status': 'INITIATED'}
2026-07-14 17:06:55,155 | INFO | Consumer Received Message
2026-07-14 17:06:55,156 | INFO | Message : {'transaction_id': 5003, 'account_number': 'ACC502', 'amount': 2000.0, 'transaction_type': 'PAYMENT', 'status': 'INITIATED'}
2026-07-14 17:12:13,563 | INFO | HTTP Request: GET http://testserver/ "HTTP/1.1 200 OK"
2026-07-14 17:12:13,592 | INFO | Producer Published Transaction
2026-07-14 17:12:13,592 | INFO | Message : {'transaction_id': 8237, 'account_number': 'ACC500', 'amount': 8000.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
2026-07-14 17:12:13,592 | INFO | Consumer Received Message
2026-07-14 17:12:13,593 | INFO | Message : {'transaction_id': 8237, 'account_number': 'ACC500', 'amount': 8000.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
2026-07-14 17:12:45,997 | INFO | Producer Published Transaction
2026-07-14 17:12:45,997 | INFO | Message : {'transaction_id': 5002, 'account_number': 'ACC501', 'amount': -500.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
2026-07-14 17:12:45,998 | INFO | Consumer Received Message
2026-07-14 17:12:45,998 | INFO | Message : {'transaction_id': 5002, 'account_number': 'ACC501', 'amount': -500.0, 'transaction_type': 'DEPOSIT', 'status': 'INITIATED'}
2026-07-14 17:13:17,794 | INFO | Producer Published Transaction
